store_id,model_id,forecast_units,current_stock,target_stock,stock_gap,recommended_units,allocated_units,allocation_value,protected_sales_value,lost_sale_value,unfilled_demand_units,unfilled_demand_value,priority_score,price_band,store_price_band_fit,avg_event_multiplier,lifecycle_factor,city,eol_status,allocation_status,reason,price
HUB02,MOD012,4.907613636363637,6.0,7.010876623376624,1.0108766233766238,1,1,8500,8500.0,0.0,0.0,0.0,14177.54464285715,Keypad,1.0,1.0,1.0,Hubli,normal,FULLY_ALLOCATED,NORMAL REPLENISHMENT: forecast demand exceeds current stock.,8500
HOS01,MOD044,0.6473458333333334,0.0,0.9247797619047621,0.9247797619047621,0,0,0,0.0,17589.90195753082,0.6473458333333334,23628.12291666667,13974.346982142859,Mid-range,1.0,1.0,0.55,Hassan,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,36500
BLR03,MOD015,1.9123714285714288,2.0,2.73195918367347,0.73195918367347,0,0,0,0.0,0.0,0.0,0.0,13921.131714285728,Budget,0.95,1.0,1.0,Bangalore,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,13000
MYS01,MOD012,1.3885811688311689,1.0,1.983687384044527,0.983687384044527,0,0,0,0.0,4954.409902597404,0.3885811688311689,3302.9399350649355,13796.215561224491,Keypad,1.0,1.0,1.0,Mysore,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,8500
MAN02,MOD018,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,2572.5000000000005,0.35000000000000003,5250.000000000001,13650.000000000002,Upper-mid,1.0,1.0,1.0,Mangalore,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,15000
MAN01,MOD008,2.871043831168831,3.0,4.101491187384044,1.1014911873840436,1,1,7500,7500.0,0.0,0.0,0.0,13630.95344387754,Keypad,1.0,1.0,1.0,Mangalore,normal,FULLY_ALLOCATED,NORMAL REPLENISHMENT: forecast demand exceeds current stock.,7500
BEL01,MOD059,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9702.000000000002,0.35000000000000003,34650.0,13602.600000000002,Premium,1.0,1.0,0.55,Belgaum,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,99000
CHI01,MOD059,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9702.000000000002,0.35000000000000003,34650.0,13602.600000000002,Premium,1.0,1.0,0.55,Chitradurga,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,99000
HOS01,MOD059,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9702.000000000002,0.35000000000000003,34650.0,13602.600000000002,Premium,1.0,1.0,0.55,Hassan,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,99000
HUB02,MOD059,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9702.000000000002,0.35000000000000003,34650.0,13602.600000000002,Premium,1.0,1.0,0.55,Hubli,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,99000
KAL01,MOD059,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9702.000000000002,0.35000000000000003,34650.0,13602.600000000002,Premium,1.0,1.0,0.55,Kalaburagi,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,99000
KOP01,MOD059,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9702.000000000002,0.35000000000000003,34650.0,13602.600000000002,Premium,1.0,1.0,0.55,Koppal,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,99000
MAN02,MOD059,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9702.000000000002,0.35000000000000003,34650.0,13602.600000000002,Premium,1.0,1.0,0.55,Mangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,99000
MYS01,MOD059,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9702.000000000002,0.35000000000000003,34650.0,13602.600000000002,Premium,1.0,1.0,0.55,Mysore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,99000
SHI01,MOD059,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9702.000000000002,0.35000000000000003,34650.0,13602.600000000002,Premium,1.0,1.0,0.55,Shivamogga,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,99000
TUM01,MOD059,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9702.000000000002,0.35000000000000003,34650.0,13602.600000000002,Premium,1.0,1.0,0.55,Tumkur,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,99000
TUM02,MOD059,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9702.000000000002,0.35000000000000003,34650.0,13602.600000000002,Premium,1.0,1.0,0.55,Tumkur,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,99000
UDU01,MOD059,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9702.000000000002,0.35000000000000003,34650.0,13602.600000000002,Premium,1.0,1.0,0.55,Udupi,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,99000
MYS02,MOD015,2.574216783216783,3.0,3.677452547452547,0.677452547452547,0,0,0,0.0,0.0,0.0,0.0,13562.599999999991,Budget,1.0,1.0,1.0,Mysore,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,13000
BEL01,MOD058,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9310.000000000002,0.35000000000000003,33250.0,13053.000000000002,Premium,1.0,1.0,0.55,Belgaum,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,95000
CHI01,MOD058,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9310.000000000002,0.35000000000000003,33250.0,13053.000000000002,Premium,1.0,1.0,0.55,Chitradurga,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,95000
HOS01,MOD058,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9310.000000000002,0.35000000000000003,33250.0,13053.000000000002,Premium,1.0,1.0,0.55,Hassan,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,95000
HUB02,MOD058,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9310.000000000002,0.35000000000000003,33250.0,13053.000000000002,Premium,1.0,1.0,0.55,Hubli,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,95000
KAL01,MOD058,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9310.000000000002,0.35000000000000003,33250.0,13053.000000000002,Premium,1.0,1.0,0.55,Kalaburagi,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,95000
KOP01,MOD058,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9310.000000000002,0.35000000000000003,33250.0,13053.000000000002,Premium,1.0,1.0,0.55,Koppal,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,95000
MAN02,MOD058,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9310.000000000002,0.35000000000000003,33250.0,13053.000000000002,Premium,1.0,1.0,0.55,Mangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,95000
MYS01,MOD058,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9310.000000000002,0.35000000000000003,33250.0,13053.000000000002,Premium,1.0,1.0,0.55,Mysore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,95000
MYS02,MOD058,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9310.000000000002,0.35000000000000003,33250.0,13053.000000000002,Premium,1.0,1.0,0.55,Mysore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,95000
SHI01,MOD058,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9310.000000000002,0.35000000000000003,33250.0,13053.000000000002,Premium,1.0,1.0,0.55,Shivamogga,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,95000
TUM01,MOD058,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9310.000000000002,0.35000000000000003,33250.0,13053.000000000002,Premium,1.0,1.0,0.55,Tumkur,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,95000
TUM02,MOD058,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9310.000000000002,0.35000000000000003,33250.0,13053.000000000002,Premium,1.0,1.0,0.55,Tumkur,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,95000
UDU01,MOD058,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9310.000000000002,0.35000000000000003,33250.0,13053.000000000002,Premium,1.0,1.0,0.55,Udupi,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,95000
SHI01,MOD027,1.0185277777777775,1.0,1.455039682539682,0.4550396825396821,0,0,0,0.0,529.8944444444359,0.018527777777777477,481.7222222222144,13014.13492063491,Mid-range,1.0,1.0,1.0,Shivamogga,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,26000
BLR01,MOD026,0.8357705357142857,0.0,1.1939579081632652,1.1939579081632652,0,0,0,0.0,19209.09068012396,0.8357705357142857,20894.26339285714,13002.201619897962,Mid-range,1.1,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,25000
BLR01,MOD008,3.659181818181819,4.0,5.227402597402599,1.227402597402599,1,1,7500,7500.0,0.0,0.0,0.0,12910.74107142859,Keypad,0.85,1.0,1.0,Bangalore,normal,FULLY_ALLOCATED,NORMAL REPLENISHMENT: forecast demand exceeds current stock.,7500
DAV01,MOD056,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,12250.000000000004,0.35000000000000003,43750.00000000001,12881.25,Premium,0.75,1.0,0.55,Davangere,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,125000
DAV02,MOD056,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,12250.000000000004,0.35000000000000003,43750.00000000001,12881.25,Premium,0.75,1.0,0.55,Davangere,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,125000
BLR02,MOD055,2.1587958333333335,2.0,3.0839940476190475,1.0839940476190475,0,0,0,0.0,15244.400000000016,0.15879583333333347,19055.500000000015,12648.909742857146,Premium,1.3,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,120000
UDU01,MOD054,0.8404419191919189,1.0,1.2006313131313127,0.20063131313131266,0,0,0,0.0,0.0,0.0,0.0,12551.494949494921,Premium,1.0,1.0,1.0,Udupi,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,92000
BLR06,MOD028,0.7104495535714287,0.0,1.0149279336734696,1.0149279336734696,0,0,0,0.0,15545.947899631146,0.7104495535714287,19892.587500000005,12378.873021428575,Mid-range,1.1,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,28000
DAV01,MOD055,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,11760.000000000004,0.35000000000000003,42000.00000000001,12366.0,Premium,0.75,1.0,0.55,Davangere,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,120000
DAV02,MOD055,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,11760.000000000004,0.35000000000000003,42000.00000000001,12366.0,Premium,0.75,1.0,0.55,Davangere,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,120000
MYS01,MOD033,0.9802597402597402,1.0,1.4003710575139146,0.40037105751391455,0,0,0,0.0,0.0,0.0,0.0,12331.428571428569,Mid-range,1.0,1.0,1.0,Mysore,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,28000
BEL01,MOD053,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,8673.000000000002,0.35000000000000003,30975.000000000004,12159.900000000001,Premium,1.0,1.0,0.55,Belgaum,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,88500
HOS01,MOD053,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,8673.000000000002,0.35000000000000003,30975.000000000004,12159.900000000001,Premium,1.0,1.0,0.55,Hassan,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,88500
KOP01,MOD053,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,8673.000000000002,0.35000000000000003,30975.000000000004,12159.900000000001,Premium,1.0,1.0,0.55,Koppal,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,88500
MAN01,MOD053,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,8673.000000000002,0.35000000000000003,30975.000000000004,12159.900000000001,Premium,1.0,1.0,0.55,Mangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,88500
MAN02,MOD053,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,8673.000000000002,0.35000000000000003,30975.000000000004,12159.900000000001,Premium,1.0,1.0,0.55,Mangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,88500
MYS01,MOD053,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,8673.000000000002,0.35000000000000003,30975.000000000004,12159.900000000001,Premium,1.0,1.0,0.55,Mysore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,88500
TUM01,MOD053,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,8673.000000000002,0.35000000000000003,30975.000000000004,12159.900000000001,Premium,1.0,1.0,0.55,Tumkur,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,88500
TUM02,MOD053,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,8673.000000000002,0.35000000000000003,30975.000000000004,12159.900000000001,Premium,1.0,1.0,0.55,Tumkur,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,88500
TUM01,MOD040,0.5706589285714286,0.0,0.8152270408163266,0.8152270408163266,0,0,0,0.0,13107.477413521208,0.5706589285714286,19973.062500000004,11812.639821428573,Mid-range,1.0,1.0,0.55,Tumkur,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,35000
BEL01,MOD052,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,8330.000000000002,0.35000000000000003,29750.000000000004,11679.000000000002,Premium,1.0,1.0,0.55,Belgaum,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,85000
CHI01,MOD052,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,8330.000000000002,0.35000000000000003,29750.000000000004,11679.000000000002,Premium,1.0,1.0,0.55,Chitradurga,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,85000
HOS01,MOD052,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,8330.000000000002,0.35000000000000003,29750.000000000004,11679.000000000002,Premium,1.0,1.0,0.55,Hassan,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,85000
HUB01,MOD052,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,8330.000000000002,0.35000000000000003,29750.000000000004,11679.000000000002,Premium,1.0,1.0,0.55,Hubli,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,85000
HUB02,MOD052,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,8330.000000000002,0.35000000000000003,29750.000000000004,11679.000000000002,Premium,1.0,1.0,0.55,Hubli,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,85000
KAL01,MOD052,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,8330.000000000002,0.35000000000000003,29750.000000000004,11679.000000000002,Premium,1.0,1.0,0.55,Kalaburagi,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,85000
KOP01,MOD052,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,8330.000000000002,0.35000000000000003,29750.000000000004,11679.000000000002,Premium,1.0,1.0,0.55,Koppal,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,85000
MAN02,MOD052,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,8330.000000000002,0.35000000000000003,29750.000000000004,11679.000000000002,Premium,1.0,1.0,0.55,Mangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,85000
HUB02,MOD030,2.343163149350649,3.0,3.347375927643784,0.347375927643784,0,0,0,0.0,0.0,0.0,0.0,11463.405612244873,Mid-range,1.0,1.0,1.0,Hubli,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,30000
DAV01,MOD028,0.7562965178571429,0.0,1.0804235969387757,1.0804235969387757,0,0,0,0.0,17617.120226023464,0.7562965178571429,21176.3025,11380.750000714288,Mid-range,0.95,1.0,0.55,Davangere,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,28000
DAV01,MOD027,1.6884073051948052,2.0,2.4120104359925785,0.41201043599257847,0,0,0,0.0,0.0,0.0,0.0,11194.323545918358,Mid-range,0.95,1.0,1.0,Davangere,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,26000
CHI01,MOD031,0.7522826785714285,0.0,1.0746895408163264,1.0746895408163264,0,0,0,0.0,16185.575934488053,0.7522826785714285,19559.34964285714,11065.003512244897,Mid-range,1.0,1.0,0.55,Chitradurga,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,26000
MYS01,MOD046,0.5664865178571428,0.0,0.8092664540816326,0.8092664540816326,0,0,0,0.0,12034.01155927166,0.5664865178571428,28324.325892857138,10591.274717793367,Flagship,1.0,1.0,0.55,Mysore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,50000
BEL01,MOD048,0.9031363636363636,1.0,1.2901948051948051,0.2901948051948051,0,0,0,0.0,0.0,0.0,0.0,10577.600649350647,Flagship,1.0,1.0,1.0,Belgaum,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,54000
BLR07,MOD038,0.47113553571428574,0.0,0.6730507653061225,0.6730507653061225,0,0,0,0.0,8551.343898317618,0.47113553571428574,15783.040446428573,10267.995170433675,Mid-range,1.1,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,33500
DAV01,MOD059,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9702.000000000002,0.35000000000000003,34650.0,10201.95,Premium,0.75,1.0,0.55,Davangere,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,99000
MAN01,MOD018,1.7222118506493502,2.0,2.460302643784786,0.4603026437847859,0,0,0,0.0,0.0,0.0,0.0,10149.673295454528,Upper-mid,1.0,1.0,1.0,Mangalore,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,15000
TUM02,MOD021,1.783838474025974,2.0,2.548340677179963,0.5483406771799628,0,0,0,0.0,0.0,0.0,0.0,10133.335714285713,Budget,1.0,1.0,1.0,Tumkur,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,12000
BLR01,MOD015,1.7609537337662338,2.0,2.51564819109462,0.5156481910946198,0,0,0,0.0,0.0,0.0,0.0,9807.112946428573,Budget,0.95,1.0,1.0,Bangalore,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,13000
DAV01,MOD058,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9310.000000000002,0.35000000000000003,33250.0,9789.750000000002,Premium,0.75,1.0,0.55,Davangere,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,95000
DAV02,MOD058,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,9310.000000000002,0.35000000000000003,33250.0,9789.750000000002,Premium,0.75,1.0,0.55,Davangere,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,95000
TUM02,MOD018,2.401654383116883,3.0,3.4309348330241183,0.4309348330241183,0,0,0,0.0,0.0,0.0,0.0,9502.113068181809,Upper-mid,1.0,1.0,1.0,Tumkur,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,15000
KAL01,MOD029,0.57317625,0.0,0.8188232142857144,0.8188232142857144,0,0,0,0.0,10480.139332693598,0.57317625,16622.11125,9403.365792857145,Mid-range,1.0,1.0,0.55,Kalaburagi,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,29000
BLR06,MOD024,5.219064049586776,7.0,7.455805785123966,0.45580578512396563,0,0,0,0.0,0.0,0.0,0.0,9335.814090909063,Budget,0.95,1.0,1.0,Bangalore,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,14000
BLR02,MOD015,2.4361436688311686,3.0,3.4802052411873836,0.4802052411873836,0,0,0,0.0,0.0,0.0,0.0,9133.02348214285,Budget,0.95,1.0,1.0,Bangalore,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,13000
DAV01,MOD053,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,8673.000000000002,0.35000000000000003,30975.000000000004,9119.925000000001,Premium,0.75,1.0,0.55,Davangere,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,88500
DAV02,MOD053,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,8673.000000000002,0.35000000000000003,30975.000000000004,9119.925000000001,Premium,0.75,1.0,0.55,Davangere,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,88500
BLR01,MOD045,0.8321396103896103,1.0,1.1887708719851575,0.18877087198515752,0,0,0,0.0,0.0,0.0,0.0,9074.215816326521,Mid-range,1.1,1.0,1.0,Bangalore,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,38000
BEL01,MOD041,0.41681491071428567,0.0,0.5954498724489795,0.5954498724489795,0,0,0,0.0,7292.512764592988,0.41681491071428567,15213.744241071427,8997.84302257653,Mid-range,1.0,1.0,0.55,Belgaum,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,36500
CHI01,MOD043,0.4307295535714286,0.0,0.6153279336734695,0.6153279336734695,0,0,0,0.0,7467.499919873648,0.4307295535714286,15075.534375000001,8916.101758928573,Mid-range,1.0,1.0,0.55,Chitradurga,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,35000
TUM02,MOD045,0.8407889610389611,1.0,1.2011270871985158,0.2011270871985158,0,0,0,0.0,0.0,0.0,0.0,8789.25371057514,Mid-range,1.0,1.0,1.0,Tumkur,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,38000
DAV01,MOD052,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,8330.000000000002,0.35000000000000003,29750.000000000004,8759.250000000002,Premium,0.75,1.0,0.55,Davangere,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,85000
DAV02,MOD052,0.35000000000000003,0.0,0.5000000000000001,0.5000000000000001,0,0,0,0.0,8330.000000000002,0.35000000000000003,29750.000000000004,8759.250000000002,Premium,0.75,1.0,0.55,Davangere,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,85000
TUM02,MOD040,0.421631517857143,0.0,0.6023307397959184,0.6023307397959184,0,0,0,0.0,7155.3687582333605,0.421631517857143,14757.103125000005,8727.772419642859,Mid-range,1.0,1.0,0.55,Tumkur,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,35000
KAL01,MOD032,0.5660504464285714,0.0,0.8086434948979591,0.8086434948979591,0,0,0,0.0,9516.269304688954,0.5660504464285714,15283.362053571427,8646.016247448979,Mid-range,1.0,1.0,0.55,Kalaburagi,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,27000
KAL01,MOD044,0.3988864285714286,0.0,0.5698377551020408,0.5698377551020408,0,0,0,0.0,6678.658322163252,0.3988864285714286,14559.354642857143,8610.818317346937,Mid-range,1.0,1.0,0.55,Kalaburagi,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,36500
BLR04,MOD056,1.1921102678571431,1.0,1.7030146683673473,0.7030146683673473,0,0,0,0.0,19211.026785714315,0.19211026785714314,24013.78348214289,8545.143294005107,Premium,1.3,1.0,0.55,Bangalore,post_successor,EOL_HOLD,EOL HOLD: successor already launched; avoid additional predecessor inventory.,125000
BLR08,MOD021,3.1397142857142852,4.0,4.485306122448979,0.4853061224489794,0,0,0,0.0,0.0,0.0,0.0,8520.034285714282,Budget,0.95,1.0,1.0,Bangalore,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,12000
DAV02,MOD024,1.6119326298701298,2.0,2.3027608998144706,0.30276089981447063,0,0,0,0.0,0.0,0.0,0.0,8485.782499999983,Budget,1.3,1.0,1.0,Davangere,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,14000
BEL01,MOD015,0.9931436688311688,1.0,1.4187766697588127,0.41877666975881267,0,0,0,0.0,0.0,0.0,0.0,8383.90892857143,Budget,1.0,1.0,1.0,Belgaum,normal,NO_REPLENISHMENT_NEEDED,NOT ALLOCATED: higher-priority demand consumed available inventory or budget.,13000
