date,store_id,model_id,units_sold,selling_price,revenue
2025-11-29,BLR05,MOD022,1,13000,13000
2025-11-30,BLR05,MOD022,1,13000,13000
2025-12-03,BLR05,MOD022,1,13000,13000
2025-12-05,BLR05,MOD022,1,13000,13000
2025-12-06,BLR05,MOD022,1,13000,13000
2025-12-14,BLR05,MOD022,1,13000,13000
2025-12-18,BLR05,MOD022,1,13000,13000
2025-12-23,BLR05,MOD022,2,13000,26000
2025-12-29,BLR05,MOD022,1,13000,13000
2026-01-10,BLR05,MOD022,1,13000,13000
2026-01-12,BLR05,MOD022,1,13000,13000
2026-01-15,BLR05,MOD022,1,13000,13000
2026-01-17,BLR05,MOD022,1,13000,13000
2026-01-26,BLR05,MOD022,1,13000,13000
2026-02-03,BLR05,MOD022,1,13000,13000
2026-02-07,BLR05,MOD022,1,13000,13000
2026-02-14,BLR05,MOD022,1,13000,13000
2026-02-25,BLR05,MOD022,1,13000,13000
2026-02-27,BLR05,MOD022,1,13000,13000
2026-03-08,BLR05,MOD022,1,13000,13000
2026-03-09,BLR05,MOD022,1,13000,13000
2026-03-15,BLR05,MOD022,1,13000,13000
2026-03-16,BLR05,MOD022,1,13000,13000
2026-03-17,BLR05,MOD022,1,13000,13000
2026-03-20,BLR05,MOD022,1,13000,13000
2026-03-21,BLR05,MOD022,1,13000,13000
2026-03-22,BLR05,MOD022,2,13000,26000
2026-03-23,BLR05,MOD022,1,13000,13000
2026-03-27,BLR05,MOD022,1,13000,13000
2026-03-28,BLR05,MOD022,2,13000,26000
2026-04-06,BLR05,MOD022,1,13000,13000
2026-04-14,BLR05,MOD022,1,13000,13000
2026-04-19,BLR05,MOD022,1,13000,13000
2026-04-21,BLR05,MOD022,1,13000,13000
2026-04-22,BLR05,MOD022,2,13000,26000
2026-04-23,BLR05,MOD022,1,13000,13000
2026-05-01,BLR05,MOD022,1,13000,13000
2026-05-16,BLR05,MOD022,1,13000,13000
2026-05-25,BLR05,MOD022,1,13000,13000
2026-05-31,BLR05,MOD022,1,13000,13000
2026-06-06,BLR05,MOD022,1,13000,13000
2026-06-13,BLR05,MOD022,1,13000,13000
2026-06-16,BLR05,MOD022,1,13000,13000
2026-07-03,BLR05,MOD022,1,13000,13000
2026-07-05,BLR05,MOD022,1,13000,13000
2026-07-11,BLR05,MOD022,1,13000,13000
2026-07-13,BLR05,MOD022,1,13000,13000
2026-07-20,BLR05,MOD022,1,13000,13000
2026-07-27,BLR05,MOD022,1,13000,13000
2026-07-28,BLR05,MOD022,1,13000,13000
2025-10-29,BLR05,MOD023,1,13500,13500
2025-10-30,BLR05,MOD023,1,13500,13500
2025-10-31,BLR05,MOD023,1,13500,13500
2025-11-01,BLR05,MOD023,1,13500,13500
2025-11-02,BLR05,MOD023,2,13500,27000
2025-11-03,BLR05,MOD023,1,13500,13500
2025-11-04,BLR05,MOD023,6,13500,81000
2025-11-05,BLR05,MOD023,1,13500,13500
2025-11-06,BLR05,MOD023,4,13500,54000
2025-11-07,BLR05,MOD023,2,13500,27000
2025-11-08,BLR05,MOD023,4,13500,54000
2025-11-09,BLR05,MOD023,5,13500,67500
2025-11-10,BLR05,MOD023,2,13500,27000
2025-11-11,BLR05,MOD023,5,13500,67500
2025-11-12,BLR05,MOD023,4,13500,54000
2025-11-13,BLR05,MOD023,6,13500,81000
2025-11-14,BLR05,MOD023,2,13500,27000
2025-11-15,BLR05,MOD023,7,13500,94500
2025-11-16,BLR05,MOD023,1,13500,13500
2025-11-19,BLR05,MOD023,1,13500,13500
2025-11-21,BLR05,MOD023,1,13500,13500
2025-11-22,BLR05,MOD023,2,13500,27000
2025-11-24,BLR05,MOD023,1,13500,13500
2025-11-26,BLR05,MOD023,2,13500,27000
2025-11-28,BLR05,MOD023,1,13500,13500
2025-12-05,BLR05,MOD023,1,13500,13500
2025-12-07,BLR05,MOD023,1,13500,13500
2025-12-08,BLR05,MOD023,1,13500,13500
2025-12-10,BLR05,MOD023,1,13500,13500
2025-12-11,BLR05,MOD023,1,13500,13500
2025-12-12,BLR05,MOD023,3,13500,40500
2025-12-17,BLR05,MOD023,2,13500,27000
2025-12-18,BLR05,MOD023,1,13500,13500
2025-12-19,BLR05,MOD023,1,13500,13500
2025-12-20,BLR05,MOD023,1,13500,13500
2025-12-24,BLR05,MOD023,3,13500,40500
2025-12-26,BLR05,MOD023,1,13500,13500
2025-12-27,BLR05,MOD023,1,13500,13500
2025-12-28,BLR05,MOD023,2,13500,27000
2025-12-29,BLR05,MOD023,3,13500,40500
2026-01-01,BLR05,MOD023,1,13500,13500
2026-01-03,BLR05,MOD023,1,13500,13500
2026-01-05,BLR05,MOD023,1,13500,13500
2026-01-07,BLR05,MOD023,1,13500,13500
2026-01-08,BLR05,MOD023,1,13500,13500
2026-01-10,BLR05,MOD023,2,13500,27000
2026-01-15,BLR05,MOD023,1,13500,13500
2026-01-17,BLR05,MOD023,1,13500,13500
2026-01-18,BLR05,MOD023,1,13500,13500
2026-01-21,BLR05,MOD023,1,13500,13500
2026-01-22,BLR05,MOD023,1,13500,13500
2026-01-23,BLR05,MOD023,1,13500,13500
2026-01-24,BLR05,MOD023,1,13500,13500
2026-01-25,BLR05,MOD023,3,13500,40500
2026-01-28,BLR05,MOD023,1,13500,13500
2026-01-29,BLR05,MOD023,1,13500,13500
2026-01-31,BLR05,MOD023,1,13500,13500
2026-02-02,BLR05,MOD023,1,13500,13500
2026-02-04,BLR05,MOD023,2,13500,27000
2026-02-07,BLR05,MOD023,1,13500,13500
2026-02-08,BLR05,MOD023,1,13500,13500
2026-02-10,BLR05,MOD023,1,13500,13500
2026-02-11,BLR05,MOD023,1,13500,13500
2026-02-12,BLR05,MOD023,2,13500,27000
2026-02-14,BLR05,MOD023,2,13500,27000
2026-02-16,BLR05,MOD023,1,13500,13500
2026-02-17,BLR05,MOD023,2,13500,27000
2026-02-18,BLR05,MOD023,1,13500,13500
2026-02-20,BLR05,MOD023,2,13500,27000
2026-02-23,BLR05,MOD023,1,13500,13500
2026-02-26,BLR05,MOD023,1,13500,13500
2026-02-28,BLR05,MOD023,1,13500,13500
2026-03-05,BLR05,MOD023,2,13500,27000
2026-03-08,BLR05,MOD023,1,13500,13500
2026-03-09,BLR05,MOD023,1,13500,13500
2026-03-11,BLR05,MOD023,1,13500,13500
2026-03-12,BLR05,MOD023,1,13500,13500
2026-03-13,BLR05,MOD023,1,13500,13500
2026-03-17,BLR05,MOD023,1,13500,13500
2026-03-18,BLR05,MOD023,1,13500,13500
2026-03-19,BLR05,MOD023,2,13500,27000
2026-03-20,BLR05,MOD023,1,13500,13500
2026-03-21,BLR05,MOD023,1,13500,13500
2026-03-23,BLR05,MOD023,1,13500,13500
2026-03-26,BLR05,MOD023,1,13500,13500
2026-03-27,BLR05,MOD023,1,13500,13500
2026-03-30,BLR05,MOD023,1,13500,13500
2026-03-31,BLR05,MOD023,1,13500,13500
2026-04-01,BLR05,MOD023,1,13500,13500
2026-04-03,BLR05,MOD023,1,13500,13500
2026-04-05,BLR05,MOD023,1,13500,13500
2026-04-09,BLR05,MOD023,1,13500,13500
2026-04-11,BLR05,MOD023,1,13500,13500
2026-04-14,BLR05,MOD023,1,13500,13500
2026-04-18,BLR05,MOD023,1,13500,13500
2026-04-21,BLR05,MOD023,2,13500,27000
2026-04-23,BLR05,MOD023,1,13500,13500
2026-04-24,BLR05,MOD023,1,13500,13500
2026-05-01,BLR05,MOD023,1,13500,13500
2026-05-02,BLR05,MOD023,1,13500,13500
2026-05-04,BLR05,MOD023,1,13500,13500
2026-05-05,BLR05,MOD023,1,13500,13500
2026-05-07,BLR05,MOD023,1,13500,13500
2026-05-09,BLR05,MOD023,1,13500,13500
2026-05-14,BLR05,MOD023,1,13500,13500
2026-05-15,BLR05,MOD023,1,13500,13500
2026-05-25,BLR05,MOD023,1,13500,13500
2026-05-27,BLR05,MOD023,1,13500,13500
2026-05-28,BLR05,MOD023,2,13500,27000
2026-06-01,BLR05,MOD023,1,13500,13500
2026-06-07,BLR05,MOD023,1,13500,13500
2026-06-10,BLR05,MOD023,1,13500,13500
2026-06-18,BLR05,MOD023,1,13500,13500
2026-06-19,BLR05,MOD023,2,13500,27000
2026-06-20,BLR05,MOD023,1,13500,13500
2026-06-24,BLR05,MOD023,1,13500,13500
2026-06-25,BLR05,MOD023,1,13500,13500
2026-07-01,BLR05,MOD023,1,13500,13500
2026-07-07,BLR05,MOD023,2,13500,27000
2026-07-10,BLR05,MOD023,1,13500,13500
2026-07-20,BLR05,MOD023,1,13500,13500
2026-07-21,BLR05,MOD023,1,13500,13500
2026-07-30,BLR05,MOD023,2,13500,27000
2026-03-06,BLR05,MOD024,1,14000,14000
2026-03-08,BLR05,MOD024,1,14000,14000
2026-03-20,BLR05,MOD024,2,14000,28000
2026-03-22,BLR05,MOD024,3,14000,42000
2026-03-26,BLR05,MOD024,1,14000,14000
2026-03-30,BLR05,MOD024,3,14000,42000
2026-03-31,BLR05,MOD024,1,14000,14000
2026-04-06,BLR05,MOD024,2,14000,28000
2026-04-10,BLR05,MOD024,1,14000,14000
2026-04-11,BLR05,MOD024,1,14000,14000
2026-04-12,BLR05,MOD024,1,14000,14000
2026-04-13,BLR05,MOD024,1,14000,14000
2026-04-16,BLR05,MOD024,2,14000,28000
2026-04-18,BLR05,MOD024,3,14000,42000
2026-04-19,BLR05,MOD024,2,14000,28000
2026-04-21,BLR05,MOD024,1,14000,14000
2026-04-22,BLR05,MOD024,1,14000,14000
2026-04-23,BLR05,MOD024,1,14000,14000
2026-04-26,BLR05,MOD024,2,14000,28000
2026-04-29,BLR05,MOD024,1,14000,14000
2026-05-01,BLR05,MOD024,2,14000,28000
2026-05-05,BLR05,MOD024,1,14000,14000
2026-05-06,BLR05,MOD024,1,14000,14000
2026-05-14,BLR05,MOD024,1,14000,14000
2026-05-17,BLR05,MOD024,1,14000,14000
2026-05-18,BLR05,MOD024,2,14000,28000
2026-05-22,BLR05,MOD024,1,14000,14000
2026-05-25,BLR05,MOD024,1,14000,14000
2026-05-29,BLR05,MOD024,1,14000,14000
2026-05-30,BLR05,MOD024,1,14000,14000
2026-06-01,BLR05,MOD024,1,14000,14000
2026-06-03,BLR05,MOD024,1,14000,14000
2026-06-04,BLR05,MOD024,2,14000,28000
2026-06-06,BLR05,MOD024,1,14000,14000
2026-06-07,BLR05,MOD024,2,14000,28000
2026-06-12,BLR05,MOD024,1,14000,14000
2026-06-15,BLR05,MOD024,1,14000,14000
2026-06-21,BLR05,MOD024,1,14000,14000
2026-06-22,BLR05,MOD024,1,14000,14000
2026-06-24,BLR05,MOD024,1,14000,14000
2026-06-26,BLR05,MOD024,1,14000,14000
2026-06-28,BLR05,MOD024,1,14000,14000
2026-07-01,BLR05,MOD024,1,14000,14000
2026-07-06,BLR05,MOD024,1,14000,14000
2026-07-12,BLR05,MOD024,1,14000,14000
2026-07-20,BLR05,MOD024,1,14000,14000
2026-07-21,BLR05,MOD024,1,14000,14000
2026-07-27,BLR05,MOD024,1,14000,14000
2026-07-28,BLR05,MOD024,1,14000,14000
2025-08-01,BLR05,MOD025,1,24000,24000
2025-08-05,BLR05,MOD025,2,24000,48000
2025-08-06,BLR05,MOD025,1,24000,24000
2025-08-07,BLR05,MOD025,2,24000,48000
2025-08-09,BLR05,MOD025,3,24000,72000
2025-08-10,BLR05,MOD025,2,24000,48000
2025-08-11,BLR05,MOD025,2,24000,48000
2025-08-12,BLR05,MOD025,1,24000,24000
2025-08-14,BLR05,MOD025,1,24000,24000
2025-08-15,BLR05,MOD025,2,24000,48000
2025-08-16,BLR05,MOD025,1,24000,24000
2025-08-17,BLR05,MOD025,1,24000,24000
2025-08-18,BLR05,MOD025,1,24000,24000
2025-08-23,BLR05,MOD025,1,24000,24000
2025-08-24,BLR05,MOD025,2,24000,48000
2025-08-26,BLR05,MOD025,2,24000,48000
2025-08-30,BLR05,MOD025,2,24000,48000
2025-08-31,BLR05,MOD025,1,24000,24000
2025-09-03,BLR05,MOD025,1,24000,24000
2025-09-04,BLR05,MOD025,1,24000,24000
2025-09-05,BLR05,MOD025,1,24000,24000
2025-09-06,BLR05,MOD025,1,24000,24000
2025-09-07,BLR05,MOD025,1,24000,24000
2025-09-11,BLR05,MOD025,2,24000,48000
2025-09-13,BLR05,MOD025,2,24000,48000
2025-09-14,BLR05,MOD025,2,24000,48000
2025-09-15,BLR05,MOD025,3,24000,72000
2025-09-16,BLR05,MOD025,1,24000,24000
2025-09-21,BLR05,MOD025,1,24000,24000
2025-09-28,BLR05,MOD025,1,24000,24000
2025-10-01,BLR05,MOD025,3,24000,72000
2025-10-02,BLR05,MOD025,1,24000,24000
2025-10-03,BLR05,MOD025,1,24000,24000
2025-10-04,BLR05,MOD025,4,24000,96000
2025-10-05,BLR05,MOD025,3,24000,72000
2025-10-06,BLR05,MOD025,4,24000,96000
2025-10-07,BLR05,MOD025,1,24000,24000
2025-10-08,BLR05,MOD025,2,24000,48000
2025-10-09,BLR05,MOD025,5,24000,120000
2025-10-10,BLR05,MOD025,2,24000,48000
2025-10-11,BLR05,MOD025,1,24000,24000
2025-10-12,BLR05,MOD025,7,24000,168000
2025-10-15,BLR05,MOD025,4,24000,96000
2025-10-16,BLR05,MOD025,1,24000,24000
2025-10-17,BLR05,MOD025,3,24000,72000
2025-10-18,BLR05,MOD025,6,24000,144000
2025-10-19,BLR05,MOD025,4,24000,96000
2025-10-20,BLR05,MOD025,1,24000,24000
2025-10-21,BLR05,MOD025,7,24000,168000
2025-10-22,BLR05,MOD025,1,24000,24000
2025-10-24,BLR05,MOD025,1,24000,24000
2025-10-25,BLR05,MOD025,4,24000,96000
2025-10-26,BLR05,MOD025,2,24000,48000
2025-10-28,BLR05,MOD025,2,24000,48000
2025-10-29,BLR05,MOD025,1,24000,24000
2025-10-30,BLR05,MOD025,1,24000,24000
2025-11-03,BLR05,MOD025,1,24000,24000
2025-11-04,BLR05,MOD025,1,24000,24000
2025-11-05,BLR05,MOD025,2,24000,48000
2025-11-06,BLR05,MOD025,3,24000,72000
2025-11-09,BLR05,MOD025,3,24000,72000
2025-11-10,BLR05,MOD025,1,24000,24000
2025-11-11,BLR05,MOD025,1,24000,24000
2025-11-13,BLR05,MOD025,3,24000,72000
2025-11-14,BLR05,MOD025,1,24000,24000
2025-11-15,BLR05,MOD025,5,24000,120000
2025-11-16,BLR05,MOD025,1,24000,24000
2025-11-19,BLR05,MOD025,1,24000,24000
2025-11-21,BLR05,MOD025,1,24000,24000
2025-11-26,BLR05,MOD025,1,24000,24000
2025-11-29,BLR05,MOD025,2,24000,48000
2025-11-30,BLR05,MOD025,1,24000,24000
2025-12-06,BLR05,MOD025,1,24000,24000
2025-12-15,BLR05,MOD025,1,24000,24000
2025-12-16,BLR05,MOD025,1,24000,24000
2025-12-21,BLR05,MOD025,1,24000,24000
2025-12-24,BLR05,MOD025,2,24000,48000
2025-12-25,BLR05,MOD025,1,24000,24000
2025-12-28,BLR05,MOD025,1,24000,24000
2026-01-01,BLR05,MOD025,2,24000,48000
2026-01-03,BLR05,MOD025,2,24000,48000
2026-01-05,BLR05,MOD025,1,24000,24000
2026-01-06,BLR05,MOD025,1,24000,24000
2026-01-10,BLR05,MOD025,1,24000,24000
2026-01-12,BLR05,MOD025,1,24000,24000
2026-01-14,BLR05,MOD025,1,24000,24000
2026-01-22,BLR05,MOD025,1,24000,24000
2026-02-03,BLR05,MOD025,2,24000,48000
2026-02-10,BLR05,MOD025,1,24000,24000
2026-02-16,BLR05,MOD025,1,24000,24000
2026-02-19,BLR05,MOD025,1,24000,24000
2026-02-24,BLR05,MOD025,1,24000,24000
2026-02-26,BLR05,MOD025,1,24000,24000
2026-02-28,BLR05,MOD025,1,24000,24000
2026-03-02,BLR05,MOD025,1,24000,24000
2026-03-03,BLR05,MOD025,1,24000,24000
2026-03-07,BLR05,MOD025,1,24000,24000
2026-03-11,BLR05,MOD025,1,24000,24000
2026-03-14,BLR05,MOD025,2,24000,48000
2026-03-16,BLR05,MOD025,1,24000,24000
2026-03-18,BLR05,MOD025,1,24000,24000
2026-03-21,BLR05,MOD025,1,24000,24000
2026-03-23,BLR05,MOD025,1,24000,24000
2026-03-25,BLR05,MOD025,1,24000,24000
2026-03-28,BLR05,MOD025,2,24000,48000
2026-04-02,BLR05,MOD025,2,24000,48000
2026-04-03,BLR05,MOD025,1,24000,24000
2026-04-15,BLR05,MOD025,1,24000,24000
2026-04-17,BLR05,MOD025,1,24000,24000
2026-04-29,BLR05,MOD025,1,24000,24000
2026-05-04,BLR05,MOD025,1,24000,24000
2026-05-05,BLR05,MOD025,1,24000,24000
2026-05-09,BLR05,MOD025,1,24000,24000
2026-05-11,BLR05,MOD025,1,24000,24000
2026-05-17,BLR05,MOD025,1,24000,24000
2026-05-19,BLR05,MOD025,1,24000,24000
2026-05-23,BLR05,MOD025,1,24000,24000
2026-05-26,BLR05,MOD025,2,24000,48000
2026-05-27,BLR05,MOD025,1,24000,24000
2026-06-04,BLR05,MOD025,1,24000,24000
2026-06-05,BLR05,MOD025,1,24000,24000
2026-06-13,BLR05,MOD025,2,24000,48000
2026-06-16,BLR05,MOD025,1,24000,24000
2026-06-30,BLR05,MOD025,1,24000,24000
2026-07-12,BLR05,MOD025,2,24000,48000
2026-07-16,BLR05,MOD025,1,24000,24000
2026-07-18,BLR05,MOD025,1,24000,24000
2026-07-19,BLR05,MOD025,1,24000,24000
2026-07-29,BLR05,MOD025,1,24000,24000
2026-07-31,BLR05,MOD025,1,24000,24000
2025-09-19,BLR05,MOD026,1,25000,25000
2025-09-20,BLR05,MOD026,1,25000,25000
2025-09-21,BLR05,MOD026,2,25000,50000
2025-09-22,BLR05,MOD026,1,25000,25000
2025-09-25,BLR05,MOD026,1,25000,25000
2025-09-26,BLR05,MOD026,1,25000,25000
2025-09-27,BLR05,MOD026,1,25000,25000
2025-09-29,BLR05,MOD026,1,25000,25000
2025-10-01,BLR05,MOD026,6,25000,150000
2025-10-02,BLR05,MOD026,3,25000,75000
2025-10-03,BLR05,MOD026,2,25000,50000
2025-10-04,BLR05,MOD026,2,25000,50000
2025-10-05,BLR05,MOD026,2,25000,50000
2025-10-06,BLR05,MOD026,1,25000,25000
2025-10-07,BLR05,MOD026,2,25000,50000
2025-10-08,BLR05,MOD026,3,25000,75000
2025-10-09,BLR05,MOD026,3,25000,75000
2025-10-10,BLR05,MOD026,3,25000,75000
2025-10-11,BLR05,MOD026,3,25000,75000
2025-10-12,BLR05,MOD026,3,25000,75000
2025-10-14,BLR05,MOD026,1,25000,25000
2025-10-15,BLR05,MOD026,5,25000,125000
2025-10-16,BLR05,MOD026,4,25000,100000
2025-10-17,BLR05,MOD026,2,25000,50000
2025-10-18,BLR05,MOD026,5,25000,125000
2025-10-19,BLR05,MOD026,4,25000,100000
2025-10-20,BLR05,MOD026,2,25000,50000
2025-10-21,BLR05,MOD026,2,25000,50000
2025-10-22,BLR05,MOD026,4,25000,100000
2025-10-23,BLR05,MOD026,3,25000,75000
2025-10-24,BLR05,MOD026,1,25000,25000
2025-10-25,BLR05,MOD026,4,25000,100000
2025-10-26,BLR05,MOD026,5,25000,125000
2025-10-27,BLR05,MOD026,7,25000,175000
2025-10-28,BLR05,MOD026,6,25000,150000
2025-10-29,BLR05,MOD026,7,25000,175000
2025-10-30,BLR05,MOD026,5,25000,125000
2025-10-31,BLR05,MOD026,3,25000,75000
2025-11-01,BLR05,MOD026,5,25000,125000
2025-11-02,BLR05,MOD026,4,25000,100000
2025-11-03,BLR05,MOD026,6,25000,150000
2025-11-04,BLR05,MOD026,2,25000,50000
2025-11-05,BLR05,MOD026,2,25000,50000
2025-11-06,BLR05,MOD026,7,25000,175000
2025-11-07,BLR05,MOD026,5,25000,125000
2025-11-08,BLR05,MOD026,3,25000,75000
2025-11-09,BLR05,MOD026,5,25000,125000
2025-11-10,BLR05,MOD026,1,25000,25000
2025-11-11,BLR05,MOD026,4,25000,100000
2025-11-12,BLR05,MOD026,4,25000,100000
2025-11-13,BLR05,MOD026,4,25000,100000
2025-11-14,BLR05,MOD026,8,25000,200000
2025-11-15,BLR05,MOD026,4,25000,100000
2025-11-17,BLR05,MOD026,1,25000,25000
2025-11-18,BLR05,MOD026,3,25000,75000
2025-11-20,BLR05,MOD026,2,25000,50000
2025-11-22,BLR05,MOD026,2,25000,50000
2025-11-23,BLR05,MOD026,3,25000,75000
2025-11-29,BLR05,MOD026,1,25000,25000
2025-11-30,BLR05,MOD026,1,25000,25000
2025-12-01,BLR05,MOD026,1,25000,25000
2025-12-03,BLR05,MOD026,1,25000,25000
2025-12-04,BLR05,MOD026,1,25000,25000
2025-12-05,BLR05,MOD026,1,25000,25000
2025-12-07,BLR05,MOD026,1,25000,25000
2025-12-08,BLR05,MOD026,2,25000,50000
2025-12-09,BLR05,MOD026,2,25000,50000
2025-12-10,BLR05,MOD026,1,25000,25000
2025-12-12,BLR05,MOD026,3,25000,75000
2025-12-15,BLR05,MOD026,1,25000,25000
2025-12-16,BLR05,MOD026,1,25000,25000
2025-12-17,BLR05,MOD026,1,25000,25000
2025-12-20,BLR05,MOD026,1,25000,25000
2025-12-22,BLR05,MOD026,1,25000,25000
2025-12-26,BLR05,MOD026,2,25000,50000
2025-12-27,BLR05,MOD026,1,25000,25000
2025-12-28,BLR05,MOD026,1,25000,25000
2025-12-30,BLR05,MOD026,2,25000,50000
2026-01-01,BLR05,MOD026,4,25000,100000
2026-01-04,BLR05,MOD026,1,25000,25000
2026-01-06,BLR05,MOD026,3,25000,75000
2026-01-07,BLR05,MOD026,1,25000,25000
2026-01-08,BLR05,MOD026,1,25000,25000
2026-01-10,BLR05,MOD026,3,25000,75000
2026-01-11,BLR05,MOD026,1,25000,25000
2026-01-14,BLR05,MOD026,2,25000,50000
2026-01-17,BLR05,MOD026,1,25000,25000
2026-01-21,BLR05,MOD026,1,25000,25000
2026-01-23,BLR05,MOD026,2,25000,50000
2026-01-24,BLR05,MOD026,1,25000,25000
2026-01-25,BLR05,MOD026,2,25000,50000
2026-01-27,BLR05,MOD026,1,25000,25000
2026-01-30,BLR05,MOD026,2,25000,50000
2026-02-02,BLR05,MOD026,1,25000,25000
2026-02-04,BLR05,MOD026,2,25000,50000
2026-02-12,BLR05,MOD026,1,25000,25000
2026-02-13,BLR05,MOD026,1,25000,25000
2026-02-16,BLR05,MOD026,1,25000,25000
2026-02-17,BLR05,MOD026,1,25000,25000
2026-02-18,BLR05,MOD026,1,25000,25000
2026-02-25,BLR05,MOD026,1,25000,25000
2026-03-01,BLR05,MOD026,2,25000,50000
2026-03-02,BLR05,MOD026,1,25000,25000
2026-03-03,BLR05,MOD026,1,25000,25000
2026-03-05,BLR05,MOD026,1,25000,25000
2026-03-09,BLR05,MOD026,2,25000,50000
2026-03-18,BLR05,MOD026,1,25000,25000
2026-03-20,BLR05,MOD026,1,25000,25000
2026-03-22,BLR05,MOD026,2,25000,50000
2026-03-24,BLR05,MOD026,2,25000,50000
2026-03-31,BLR05,MOD026,2,25000,50000
2026-04-01,BLR05,MOD026,1,25000,25000
2026-04-02,BLR05,MOD026,1,25000,25000
2026-04-03,BLR05,MOD026,1,25000,25000
2026-04-06,BLR05,MOD026,1,25000,25000
2026-04-07,BLR05,MOD026,1,25000,25000
2026-04-12,BLR05,MOD026,1,25000,25000
2026-05-07,BLR05,MOD026,2,25000,50000
2026-05-09,BLR05,MOD026,1,25000,25000
2026-05-16,BLR05,MOD026,1,25000,25000
2026-05-20,BLR05,MOD026,2,25000,50000
2026-05-21,BLR05,MOD026,1,25000,25000
2026-05-24,BLR05,MOD026,1,25000,25000
2026-05-25,BLR05,MOD026,1,25000,25000
2026-05-30,BLR05,MOD026,1,25000,25000
2026-05-31,BLR05,MOD026,1,25000,25000
2026-06-01,BLR05,MOD026,1,25000,25000
2026-06-08,BLR05,MOD026,2,25000,50000
2026-06-12,BLR05,MOD026,1,25000,25000
2026-06-25,BLR05,MOD026,1,25000,25000
2026-06-27,BLR05,MOD026,1,25000,25000
2026-06-28,BLR05,MOD026,1,25000,25000
2026-06-30,BLR05,MOD026,1,25000,25000
2026-07-04,BLR05,MOD026,1,25000,25000
2026-07-09,BLR05,MOD026,1,25000,25000
2026-07-12,BLR05,MOD026,1,25000,25000
2026-07-14,BLR05,MOD026,1,25000,25000
2026-07-19,BLR05,MOD026,1,25000,25000
2026-07-24,BLR05,MOD026,2,25000,50000
2026-07-25,BLR05,MOD026,1,25000,25000
2026-07-30,BLR05,MOD026,1,25000,25000
2026-02-19,BLR05,MOD027,1,26000,26000
2026-02-21,BLR05,MOD027,2,26000,52000
2026-02-22,BLR05,MOD027,2,26000,52000
2026-02-23,BLR05,MOD027,2,26000,52000
2026-02-24,BLR05,MOD027,1,26000,26000
2026-02-26,BLR05,MOD027,1,26000,26000
2026-02-27,BLR05,MOD027,1,26000,26000
2026-03-03,BLR05,MOD027,1,26000,26000
2026-03-04,BLR05,MOD027,1,26000,26000
2026-03-05,BLR05,MOD027,2,26000,52000
2026-03-06,BLR05,MOD027,1,26000,26000
2026-03-07,BLR05,MOD027,1,26000,26000
2026-03-08,BLR05,MOD027,1,26000,26000
2026-03-10,BLR05,MOD027,1,26000,26000
2026-03-11,BLR05,MOD027,2,26000,52000
2026-03-12,BLR05,MOD027,3,26000,78000
2026-03-14,BLR05,MOD027,2,26000,52000
2026-03-15,BLR05,MOD027,4,26000,104000
2026-03-16,BLR05,MOD027,2,26000,52000
2026-03-17,BLR05,MOD027,2,26000,52000
2026-03-18,BLR05,MOD027,3,26000,78000
2026-03-19,BLR05,MOD027,3,26000,78000
2026-03-20,BLR05,MOD027,1,26000,26000
2026-03-22,BLR05,MOD027,5,26000,130000
2026-03-23,BLR05,MOD027,2,26000,52000
2026-03-24,BLR05,MOD027,1,26000,26000
2026-03-25,BLR05,MOD027,3,26000,78000
2026-03-26,BLR05,MOD027,1,26000,26000
2026-03-27,BLR05,MOD027,2,26000,52000
2026-03-29,BLR05,MOD027,1,26000,26000
2026-04-01,BLR05,MOD027,3,26000,78000
2026-04-03,BLR05,MOD027,3,26000,78000
2026-04-06,BLR05,MOD027,1,26000,26000
2026-04-08,BLR05,MOD027,3,26000,78000
2026-04-10,BLR05,MOD027,1,26000,26000
2026-04-11,BLR05,MOD027,2,26000,52000
2026-04-14,BLR05,MOD027,1,26000,26000
2026-04-15,BLR05,MOD027,1,26000,26000
2026-04-16,BLR05,MOD027,1,26000,26000
2026-04-17,BLR05,MOD027,2,26000,52000
2026-04-18,BLR05,MOD027,4,26000,104000
2026-04-21,BLR05,MOD027,2,26000,52000
2026-04-22,BLR05,MOD027,3,26000,78000
2026-04-23,BLR05,MOD027,3,26000,78000
2026-04-26,BLR05,MOD027,2,26000,52000
2026-04-27,BLR05,MOD027,2,26000,52000
2026-04-28,BLR05,MOD027,2,26000,52000
2026-04-30,BLR05,MOD027,1,26000,26000
2026-05-01,BLR05,MOD027,1,26000,26000
2026-05-02,BLR05,MOD027,2,26000,52000
2026-05-04,BLR05,MOD027,1,26000,26000
2026-05-05,BLR05,MOD027,1,26000,26000
2026-05-06,BLR05,MOD027,2,26000,52000
2026-05-07,BLR05,MOD027,5,26000,130000
2026-05-08,BLR05,MOD027,1,26000,26000
2026-05-09,BLR05,MOD027,1,26000,26000
2026-05-10,BLR05,MOD027,1,26000,26000
2026-05-11,BLR05,MOD027,1,26000,26000
2026-05-12,BLR05,MOD027,3,26000,78000
2026-05-13,BLR05,MOD027,4,26000,104000
2026-05-14,BLR05,MOD027,3,26000,78000
2026-05-16,BLR05,MOD027,3,26000,78000
2026-05-17,BLR05,MOD027,1,26000,26000
2026-05-18,BLR05,MOD027,1,26000,26000
2026-05-20,BLR05,MOD027,1,26000,26000
2026-05-21,BLR05,MOD027,2,26000,52000
