store_id,model_id,current_stock,warehouse_stock
MAN01,MOD050,1,35
MAN01,MOD051,7,48
MAN01,MOD052,2,28
MAN01,MOD054,4,97
MAN01,MOD055,2,27
MAN01,MOD056,2,32
MAN01,MOD057,9,97
MAN01,MOD058,1,17
MAN01,MOD059,1,22
MAN01,MOD060,1,32
MAN02,MOD001,1,44
MAN02,MOD002,2,55
MAN02,MOD003,1,132
MAN02,MOD004,3,203
MAN02,MOD005,1,78
MAN02,MOD006,3,53
MAN02,MOD007,0,136
MAN02,MOD008,4,296
MAN02,MOD009,1,45
MAN02,MOD010,1,51
MAN02,MOD011,1,73
MAN02,MOD012,8,218
MAN02,MOD013,0,83
MAN02,MOD014,2,61
MAN02,MOD015,2,119
MAN02,MOD016,2,80
MAN02,MOD017,1,65
MAN02,MOD018,0,79
MAN02,MOD019,1,56
MAN02,MOD020,1,40
MAN02,MOD021,4,173
MAN02,MOD022,1,53
MAN02,MOD023,0,53
MAN02,MOD024,0,198
MAN02,MOD025,1,71
MAN02,MOD026,0,54
MAN02,MOD027,2,159
MAN02,MOD029,0,36
MAN02,MOD030,1,99
MAN02,MOD031,0,61
MAN02,MOD032,1,57
MAN02,MOD033,0,89
MAN02,MOD034,1,60
MAN02,MOD035,1,49
MAN02,MOD036,0,71
MAN02,MOD037,1,45
MAN02,MOD039,3,106
MAN02,MOD040,1,68
MAN02,MOD041,1,43
MAN02,MOD042,0,91
MAN02,MOD043,0,46
MAN02,MOD044,0,36
MAN02,MOD045,0,85
MAN02,MOD048,1,94
MAN02,MOD049,1,25
MAN02,MOD051,0,48
MAN02,MOD052,0,28
MAN02,MOD054,2,97
MAN02,MOD055,2,27
MAN02,MOD057,1,97
MYS01,MOD001,0,44
MYS01,MOD002,1,55
MYS01,MOD003,4,132
MYS01,MOD004,5,203
MYS01,MOD005,2,78
MYS01,MOD006,1,53
MYS01,MOD007,2,136
MYS01,MOD008,4,296
MYS01,MOD009,0,45
MYS01,MOD011,1,73
MYS01,MOD012,1,218
MYS01,MOD013,0,83
MYS01,MOD014,0,61
MYS01,MOD015,1,119
MYS01,MOD016,2,80
MYS01,MOD017,1,65
MYS01,MOD018,0,79
MYS01,MOD019,1,56
MYS01,MOD020,0,40
MYS01,MOD021,3,173
MYS01,MOD023,1,53
MYS01,MOD024,1,198
MYS01,MOD025,2,71
MYS01,MOD026,2,54
MYS01,MOD027,0,159
MYS01,MOD028,1,70
MYS01,MOD030,2,99
MYS01,MOD031,0,61
MYS01,MOD032,0,57
MYS01,MOD033,1,89
MYS01,MOD034,0,60
MYS01,MOD035,2,49
MYS01,MOD036,1,71
MYS01,MOD037,2,45
MYS01,MOD038,0,44
MYS01,MOD039,2,106
MYS01,MOD040,0,68
MYS01,MOD041,1,43
MYS01,MOD042,1,91
MYS01,MOD043,0,46
MYS01,MOD044,1,36
MYS01,MOD045,2,85
MYS01,MOD046,0,28
MYS01,MOD048,1,94
MYS01,MOD049,1,25
MYS01,MOD050,1,35
MYS01,MOD051,0,48
MYS01,MOD052,1,28
MYS01,MOD053,0,32
MYS01,MOD054,2,97
MYS01,MOD056,0,32
MYS01,MOD057,1,97
MYS01,MOD060,0,32
MYS02,MOD001,4,44
MYS02,MOD002,1,55
MYS02,MOD003,1,132
MYS02,MOD004,6,203
MYS02,MOD005,8,78
MYS02,MOD006,1,53
MYS02,MOD007,5,136
MYS02,MOD008,10,296
MYS02,MOD009,1,45
MYS02,MOD010,1,51
MYS02,MOD011,4,73
MYS02,MOD012,8,218
MYS02,MOD013,2,83
MYS02,MOD014,3,61
MYS02,MOD015,3,119
MYS02,MOD016,1,80
MYS02,MOD017,2,65
MYS02,MOD018,1,79
MYS02,MOD019,1,56
MYS02,MOD020,2,40
MYS02,MOD021,10,173
MYS02,MOD022,1,53
MYS02,MOD023,2,53
MYS02,MOD024,3,198
MYS02,MOD025,0,71
MYS02,MOD026,1,54
MYS02,MOD027,6,159
MYS02,MOD028,2,70
MYS02,MOD029,1,36
MYS02,MOD030,1,99
MYS02,MOD031,4,61
MYS02,MOD032,0,57
MYS02,MOD033,1,89
MYS02,MOD034,1,60
MYS02,MOD035,2,49
MYS02,MOD036,1,71
MYS02,MOD037,3,45
MYS02,MOD038,2,44
MYS02,MOD039,4,106
MYS02,MOD040,3,68
MYS02,MOD041,0,43
MYS02,MOD042,2,91
MYS02,MOD043,1,46
MYS02,MOD044,1,36
MYS02,MOD045,3,85
MYS02,MOD047,0,42
MYS02,MOD048,1,94
MYS02,MOD049,0,25
MYS02,MOD051,1,48
MYS02,MOD052,1,28
MYS02,MOD053,1,32
MYS02,MOD054,0,97
MYS02,MOD055,0,27
MYS02,MOD057,3,97
MYS02,MOD059,1,22
MYS02,MOD060,1,32
SHI01,MOD001,2,44
SHI01,MOD002,4,55
SHI01,MOD003,3,132
SHI01,MOD004,5,203
SHI01,MOD005,3,78
SHI01,MOD006,4,53
SHI01,MOD007,3,136
SHI01,MOD008,4,296
SHI01,MOD009,0,45
SHI01,MOD010,1,51
SHI01,MOD011,6,73
SHI01,MOD012,4,218
SHI01,MOD013,1,83
SHI01,MOD014,3,61
SHI01,MOD015,5,119
SHI01,MOD016,1,80
SHI01,MOD017,3,65
SHI01,MOD018,2,79
SHI01,MOD019,2,56
SHI01,MOD020,3,40
SHI01,MOD021,4,173
SHI01,MOD022,1,53
SHI01,MOD023,1,53
SHI01,MOD024,9,198
SHI01,MOD025,2,71
SHI01,MOD026,2,54
SHI01,MOD027,1,159
SHI01,MOD028,0,70
SHI01,MOD029,0,36
SHI01,MOD030,3,99
SHI01,MOD031,0,61
SHI01,MOD032,1,57
SHI01,MOD033,4,89
SHI01,MOD034,1,60
SHI01,MOD035,2,49
SHI01,MOD036,0,71
SHI01,MOD037,0,45
SHI01,MOD038,0,44
SHI01,MOD039,2,106
SHI01,MOD040,1,68
SHI01,MOD041,1,43
SHI01,MOD042,3,91
SHI01,MOD043,1,46
SHI01,MOD044,0,36
SHI01,MOD045,1,85
SHI01,MOD046,0,28
SHI01,MOD048,0,94
SHI01,MOD049,0,25
SHI01,MOD051,0,48
SHI01,MOD052,0,28
SHI01,MOD053,1,32
SHI01,MOD054,1,97
SHI01,MOD056,1,32
TUM01,MOD001,3,44
TUM01,MOD002,4,55
TUM01,MOD003,2,132
TUM01,MOD004,5,203
TUM01,MOD005,5,78
TUM01,MOD006,2,53
TUM01,MOD007,4,136
TUM01,MOD008,9,296
TUM01,MOD009,2,45
TUM01,MOD010,2,51
TUM01,MOD011,4,73
TUM01,MOD012,11,218
TUM01,MOD013,5,83
TUM01,MOD014,3,61
TUM01,MOD015,1,119
TUM01,MOD016,5,80
TUM01,MOD017,1,65
TUM01,MOD018,3,79
TUM01,MOD019,1,56
TUM01,MOD020,3,40
TUM01,MOD021,7,173
TUM01,MOD022,5,53
TUM01,MOD023,2,53
TUM01,MOD024,13,198
TUM01,MOD025,4,71
TUM01,MOD026,3,54
TUM01,MOD027,4,159
TUM01,MOD028,0,70
TUM01,MOD029,1,36
TUM01,MOD030,5,99
TUM01,MOD031,4,61
TUM01,MOD032,5,57
TUM01,MOD033,4,89
TUM01,MOD034,1,60
TUM01,MOD035,1,49
TUM01,MOD036,4,71
TUM01,MOD037,0,45
TUM01,MOD038,1,44
TUM01,MOD039,3,106
TUM01,MOD040,0,68
TUM01,MOD041,0,43
TUM01,MOD042,5,91
TUM01,MOD043,1,46
TUM01,MOD044,1,36
TUM01,MOD045,3,85
TUM01,MOD052,1,28
TUM01,MOD054,1,97
TUM01,MOD055,1,27
TUM01,MOD057,1,97
TUM01,MOD060,1,32
TUM02,MOD001,0,44
TUM02,MOD003,2,132
TUM02,MOD004,6,203
TUM02,MOD005,1,78
TUM02,MOD006,0,53
TUM02,MOD007,0,136
TUM02,MOD008,5,296
TUM02,MOD009,0,45
TUM02,MOD010,0,51
TUM02,MOD011,0,73
TUM02,MOD012,4,218
TUM02,MOD013,1,83
TUM02,MOD014,0,61
TUM02,MOD015,2,119
TUM02,MOD016,1,80
TUM02,MOD017,0,65
TUM02,MOD018,3,79
TUM02,MOD019,2,56
TUM02,MOD020,0,40
TUM02,MOD021,2,173
TUM02,MOD022,1,53
TUM02,MOD023,2,53
TUM02,MOD024,2,198
TUM02,MOD025,2,71
TUM02,MOD026,0,54
TUM02,MOD027,1,159
TUM02,MOD028,0,70
TUM02,MOD029,1,36
TUM02,MOD030,2,99
TUM02,MOD031,0,61
TUM02,MOD033,2,89
TUM02,MOD034,0,60
TUM02,MOD036,1,71
TUM02,MOD037,0,45
TUM02,MOD039,3,106
TUM02,MOD040,0,68
TUM02,MOD041,0,43
TUM02,MOD042,0,91
TUM02,MOD043,0,46
TUM02,MOD044,0,36
TUM02,MOD045,1,85
TUM02,MOD052,1,28
TUM02,MOD054,0,97
UDU01,MOD001,3,44
UDU01,MOD002,3,55
UDU01,MOD003,2,132
UDU01,MOD004,5,203
UDU01,MOD005,3,78
UDU01,MOD006,1,53
UDU01,MOD007,0,136
UDU01,MOD008,4,296
UDU01,MOD009,1,45
UDU01,MOD010,0,51
UDU01,MOD011,0,73
UDU01,MOD012,3,218
UDU01,MOD013,0,83
UDU01,MOD014,3,61
UDU01,MOD015,3,119
UDU01,MOD016,4,80
UDU01,MOD017,2,65
UDU01,MOD018,2,79
UDU01,MOD019,4,56
UDU01,MOD020,0,40
UDU01,MOD021,3,173
UDU01,MOD022,2,53
UDU01,MOD023,3,53
UDU01,MOD024,5,198
UDU01,MOD025,0,71
UDU01,MOD026,1,54
UDU01,MOD027,4,159
UDU01,MOD028,1,70
UDU01,MOD029,1,36
UDU01,MOD030,1,99
UDU01,MOD031,1,61
UDU01,MOD032,1,57
UDU01,MOD033,2,89
UDU01,MOD034,1,60
UDU01,MOD035,1,49
UDU01,MOD036,3,71
UDU01,MOD037,0,45
UDU01,MOD038,2,44
UDU01,MOD039,5,106
UDU01,MOD040,3,68
UDU01,MOD041,0,43
UDU01,MOD042,2,91
UDU01,MOD043,1,46
UDU01,MOD044,1,36
UDU01,MOD045,2,85
UDU01,MOD046,0,28
UDU01,MOD047,0,42
UDU01,MOD048,2,94
UDU01,MOD049,1,25
UDU01,MOD050,0,35
UDU01,MOD051,2,48
UDU01,MOD052,1,28
UDU01,MOD053,1,32
UDU01,MOD054,1,97
UDU01,MOD055,2,27
UDU01,MOD057,3,97
UDU01,MOD058,0,17
UDU01,MOD059,0,22
UDU01,MOD060,0,32
